stem,answer,choice,prefix,prediction,accuracy
['warrior' 'surrender'],8,"[['illness', 'patient'], ['illness', 'disease'], ['illness', 'medicine'], ['illness', 'health'], ['illness', 'death'], ['illness', 'virus'], ['illness', 'diagnosis'], ['illness', 'course'], ['patient', 'death'], ['illness', 'stage'], ['illness', 'infection'], ['patient', 'disease'], ['patient', 'medicine'], ['patient', 'health'], ['patient', 'virus'], ['patient', 'diagnosis'], ['patient', 'course'], ['patient', 'stage'], ['patient', 'infection'], ['disease', 'medicine'], ['disease', 'health'], ['disease', 'death'], ['disease', 'virus'], ['disease', 'diagnosis'], ['disease', 'course'], ['disease', 'stage'], ['disease', 'infection'], ['medicine', 'health'], ['medicine', 'death'], ['medicine', 'virus'], ['medicine', 'diagnosis'], ['medicine', 'course'], ['medicine', 'stage'], ['medicine', 'infection'], ['health', 'death'], ['health', 'virus'], ['health', 'diagnosis'], ['health', 'course'], ['health', 'stage'], ['health', 'infection'], ['death', 'virus'], ['death', 'diagnosis'], ['death', 'course'], ['death', 'stage'], ['death', 'infection'], ['virus', 'diagnosis'], ['virus', 'course'], ['virus', 'stage'], ['virus', 'infection'], ['diagnosis', 'course'], ['diagnosis', 'stage'], ['diagnosis', 'infection'], ['course', 'stage'], ['course', 'infection'], ['stage', 'infection']]",metaphor,27,False
['wooing' 'oil'],5,"[['politics', 'incumbent'], ['politics', 'public'], ['politics', 'challenger'], ['politics', 'campaigning'], ['politics', 'politician'], ['campaigning', 'money'], ['politics', 'election'], ['politics', 'law'], ['politics', 'parliament'], ['politics', 'press'], ['politics', 'citizen'], ['politics', 'campaign'], ['politics', 'people'], ['politics', 'president'], ['politics', 'money'], ['politics', 'crisis'], ['politics', 'corruption'], ['incumbent', 'public'], ['incumbent', 'challenger'], ['incumbent', 'campaigning'], ['incumbent', 'politician'], ['incumbent', 'election'], ['incumbent', 'law'], ['incumbent', 'parliament'], ['incumbent', 'press'], ['incumbent', 'citizen'], ['incumbent', 'campaign'], ['incumbent', 'people'], ['incumbent', 'president'], ['incumbent', 'money'], ['incumbent', 'crisis'], ['incumbent', 'corruption'], ['public', 'challenger'], ['public', 'campaigning'], ['public', 'politician'], ['public', 'election'], ['public', 'law'], ['public', 'parliament'], ['public', 'press'], ['public', 'citizen'], ['public', 'campaign'], ['public', 'people'], ['public', 'president'], ['public', 'money'], ['public', 'crisis'], ['public', 'corruption'], ['challenger', 'campaigning'], ['challenger', 'politician'], ['challenger', 'election'], ['challenger', 'law'], ['challenger', 'parliament'], ['challenger', 'press'], ['challenger', 'citizen'], ['challenger', 'campaign'], ['challenger', 'people'], ['challenger', 'president'], ['challenger', 'money'], ['challenger', 'crisis'], ['challenger', 'corruption'], ['campaigning', 'politician'], ['campaigning', 'election'], ['campaigning', 'law'], ['campaigning', 'parliament'], ['campaigning', 'press'], ['campaigning', 'citizen'], ['campaigning', 'campaign'], ['campaigning', 'people'], ['campaigning', 'president'], ['campaigning', 'crisis'], ['campaigning', 'corruption'], ['politician', 'election'], ['politician', 'law'], ['politician', 'parliament'], ['politician', 'press'], ['politician', 'citizen'], ['politician', 'campaign'], ['politician', 'people'], ['politician', 'president'], ['politician', 'money'], ['politician', 'crisis'], ['politician', 'corruption'], ['election', 'law'], ['election', 'parliament'], ['election', 'press'], ['election', 'citizen'], ['election', 'campaign'], ['election', 'people'], ['election', 'president'], ['election', 'money'], ['election', 'crisis'], ['election', 'corruption'], ['law', 'parliament'], ['law', 'press'], ['law', 'citizen'], ['law', 'campaign'], ['law', 'people'], ['law', 'president'], ['law', 'money'], ['law', 'crisis'], ['law', 'corruption'], ['parliament', 'press'], ['parliament', 'citizen'], ['parliament', 'campaign'], ['parliament', 'people'], ['parliament', 'president'], ['parliament', 'money'], ['parliament', 'crisis'], ['parliament', 'corruption'], ['press', 'citizen'], ['press', 'campaign'], ['press', 'people'], ['press', 'president'], ['press', 'money'], ['press', 'crisis'], ['press', 'corruption'], ['citizen', 'campaign'], ['citizen', 'people'], ['citizen', 'president'], ['citizen', 'money'], ['citizen', 'crisis'], ['citizen', 'corruption'], ['campaign', 'people'], ['campaign', 'president'], ['campaign', 'money'], ['campaign', 'crisis'], ['campaign', 'corruption'], ['people', 'president'], ['people', 'money'], ['people', 'crisis'], ['people', 'corruption'], ['president', 'money'], ['president', 'crisis'], ['president', 'corruption'], ['money', 'crisis'], ['money', 'corruption'], ['crisis', 'corruption']]",metaphor,14,False
['route' 'coach'],11,"[['society', 'person'], ['society', 'organisation'], ['society', 'people'], ['society', 'communication'], ['society', 'citizen'], ['society', 'law'], ['society', 'history'], ['society', 'class'], ['society', 'leader'], ['society', 'passport'], ['society', 'future'], ['history', 'class'], ['society', 'budget'], ['person', 'organisation'], ['person', 'people'], ['person', 'communication'], ['person', 'citizen'], ['person', 'law'], ['person', 'history'], ['person', 'class'], ['person', 'leader'], ['person', 'passport'], ['person', 'future'], ['person', 'budget'], ['organisation', 'people'], ['organisation', 'communication'], ['organisation', 'citizen'], ['organisation', 'law'], ['organisation', 'history'], ['organisation', 'class'], ['organisation', 'leader'], ['organisation', 'passport'], ['organisation', 'future'], ['organisation', 'budget'], ['people', 'communication'], ['people', 'citizen'], ['people', 'law'], ['people', 'history'], ['people', 'class'], ['people', 'leader'], ['people', 'passport'], ['people', 'future'], ['people', 'budget'], ['communication', 'citizen'], ['communication', 'law'], ['communication', 'history'], ['communication', 'class'], ['communication', 'leader'], ['communication', 'passport'], ['communication', 'future'], ['communication', 'budget'], ['citizen', 'law'], ['citizen', 'history'], ['citizen', 'class'], ['citizen', 'leader'], ['citizen', 'passport'], ['citizen', 'future'], ['citizen', 'budget'], ['law', 'history'], ['law', 'class'], ['law', 'leader'], ['law', 'passport'], ['law', 'future'], ['law', 'budget'], ['history', 'leader'], ['history', 'passport'], ['history', 'future'], ['history', 'budget'], ['class', 'leader'], ['class', 'passport'], ['class', 'future'], ['class', 'budget'], ['leader', 'passport'], ['leader', 'future'], ['leader', 'budget'], ['passport', 'future'], ['passport', 'budget'], ['future', 'budget']]",metaphor,2,False
['prey' 'field'],4,"[['business', 'client'], ['business', 'market'], ['business', 'businessman'], ['business', 'product'], ['client', 'market'], ['business', 'competitor'], ['business', 'employee'], ['business', 'income'], ['business', 'ceo'], ['business', 'company'], ['client', 'businessman'], ['client', 'product'], ['client', 'competitor'], ['client', 'employee'], ['client', 'income'], ['client', 'ceo'], ['client', 'company'], ['market', 'businessman'], ['market', 'product'], ['market', 'competitor'], ['market', 'employee'], ['market', 'income'], ['market', 'ceo'], ['market', 'company'], ['businessman', 'product'], ['businessman', 'competitor'], ['businessman', 'employee'], ['businessman', 'income'], ['businessman', 'ceo'], ['businessman', 'company'], ['product', 'competitor'], ['product', 'employee'], ['product', 'income'], ['product', 'ceo'], ['product', 'company'], ['competitor', 'employee'], ['competitor', 'income'], ['competitor', 'ceo'], ['competitor', 'company'], ['employee', 'income'], ['employee', 'ceo'], ['employee', 'company'], ['income', 'ceo'], ['income', 'company'], ['ceo', 'company']]",metaphor,1,False
['ascent' 'car'],5,"[['career', 'success'], ['career', 'failure'], ['career', 'work'], ['career', 'job'], ['career', 'boss'], ['success', 'office'], ['career', 'worker'], ['career', 'education'], ['career', 'experience'], ['career', 'colleague'], ['career', 'retirement'], ['career', 'office'], ['career', 'funding'], ['success', 'failure'], ['success', 'work'], ['success', 'job'], ['success', 'boss'], ['success', 'worker'], ['success', 'education'], ['success', 'experience'], ['success', 'colleague'], ['success', 'retirement'], ['success', 'funding'], ['failure', 'work'], ['failure', 'job'], ['failure', 'boss'], ['failure', 'worker'], ['failure', 'education'], ['failure', 'experience'], ['failure', 'colleague'], ['failure', 'retirement'], ['failure', 'office'], ['failure', 'funding'], ['work', 'job'], ['work', 'boss'], ['work', 'worker'], ['work', 'education'], ['work', 'experience'], ['work', 'colleague'], ['work', 'retirement'], ['work', 'office'], ['work', 'funding'], ['job', 'boss'], ['job', 'worker'], ['job', 'education'], ['job', 'experience'], ['job', 'colleague'], ['job', 'retirement'], ['job', 'office'], ['job', 'funding'], ['boss', 'worker'], ['boss', 'education'], ['boss', 'experience'], ['boss', 'colleague'], ['boss', 'retirement'], ['boss', 'office'], ['boss', 'funding'], ['worker', 'education'], ['worker', 'experience'], ['worker', 'colleague'], ['worker', 'retirement'], ['worker', 'office'], ['worker', 'funding'], ['education', 'experience'], ['education', 'colleague'], ['education', 'retirement'], ['education', 'office'], ['education', 'funding'], ['experience', 'colleague'], ['experience', 'retirement'], ['experience', 'office'], ['experience', 'funding'], ['colleague', 'retirement'], ['colleague', 'office'], ['colleague', 'funding'], ['retirement', 'office'], ['retirement', 'funding'], ['office', 'funding']]",metaphor,13,False
['source' 'pool'],7,"[['money', 'person'], ['money', 'trade'], ['money', 'investing'], ['money', 'transfer'], ['money', 'income'], ['money', 'loss'], ['money', 'bank'], ['salary', 'capital'], ['money', 'wealth'], ['money', 'salary'], ['money', 'capital'], ['person', 'trade'], ['person', 'investing'], ['person', 'transfer'], ['person', 'income'], ['person', 'loss'], ['person', 'bank'], ['person', 'wealth'], ['person', 'salary'], ['person', 'capital'], ['trade', 'investing'], ['trade', 'transfer'], ['trade', 'income'], ['trade', 'loss'], ['trade', 'bank'], ['trade', 'wealth'], ['trade', 'salary'], ['trade', 'capital'], ['investing', 'transfer'], ['investing', 'income'], ['investing', 'loss'], ['investing', 'bank'], ['investing', 'wealth'], ['investing', 'salary'], ['investing', 'capital'], ['transfer', 'income'], ['transfer', 'loss'], ['transfer', 'bank'], ['transfer', 'wealth'], ['transfer', 'salary'], ['transfer', 'capital'], ['income', 'loss'], ['income', 'bank'], ['income', 'wealth'], ['income', 'salary'], ['income', 'capital'], ['loss', 'bank'], ['loss', 'wealth'], ['loss', 'salary'], ['loss', 'capital'], ['bank', 'wealth'], ['bank', 'salary'], ['bank', 'capital'], ['wealth', 'salary'], ['wealth', 'capital']]",metaphor,6,False
['solid' 'crack'],2,"[['reasons for a theory', 'reasons'], ['reasons for a theory', 'theories'], ['rational', 'flaw'], ['reasons for a theory', 'confirming'], ['reasons for a theory', 'rational'], ['reasons for a theory', 'dubious'], ['reasons for a theory', 'flaw'], ['reasons', 'theories'], ['reasons', 'confirming'], ['reasons', 'rational'], ['reasons', 'dubious'], ['reasons', 'flaw'], ['theories', 'confirming'], ['theories', 'rational'], ['theories', 'dubious'], ['theories', 'flaw'], ['confirming', 'rational'], ['confirming', 'dubious'], ['confirming', 'flaw'], ['rational', 'dubious'], ['dubious', 'flaw']]",metaphor,4,False
['role' 'decoration'],1,"[['life', 'world'], ['fate', 'surroundings'], ['life', 'people'], ['life', 'person'], ['life', 'history'], ['life', 'event'], ['life', 'fate'], ['life', 'surroundings'], ['world', 'people'], ['world', 'person'], ['world', 'history'], ['world', 'event'], ['world', 'fate'], ['world', 'surroundings'], ['people', 'person'], ['people', 'history'], ['people', 'event'], ['people', 'fate'], ['people', 'surroundings'], ['person', 'history'], ['person', 'event'], ['person', 'fate'], ['person', 'surroundings'], ['history', 'event'], ['history', 'fate'], ['history', 'surroundings'], ['event', 'fate'], ['event', 'surroundings']]",metaphor,3,False
['landscape' 'conductor'],5,"[['education', 'exam'], ['education', 'class'], ['education', 'lecture'], ['education', 'knowledge'], ['education', 'skill'], ['knowledge', 'examiner'], ['education', 'student'], ['education', 'teacher'], ['education', 'professor'], ['education', 'scholarship'], ['education', 'examiner'], ['exam', 'class'], ['exam', 'lecture'], ['exam', 'knowledge'], ['exam', 'skill'], ['exam', 'student'], ['exam', 'teacher'], ['exam', 'professor'], ['exam', 'scholarship'], ['exam', 'examiner'], ['class', 'lecture'], ['class', 'knowledge'], ['class', 'skill'], ['class', 'student'], ['class', 'teacher'], ['class', 'professor'], ['class', 'scholarship'], ['class', 'examiner'], ['lecture', 'knowledge'], ['lecture', 'skill'], ['lecture', 'student'], ['lecture', 'teacher'], ['lecture', 'professor'], ['lecture', 'scholarship'], ['lecture', 'examiner'], ['knowledge', 'skill'], ['knowledge', 'student'], ['knowledge', 'teacher'], ['knowledge', 'professor'], ['knowledge', 'scholarship'], ['skill', 'student'], ['skill', 'teacher'], ['skill', 'professor'], ['skill', 'scholarship'], ['skill', 'examiner'], ['student', 'teacher'], ['student', 'professor'], ['student', 'scholarship'], ['student', 'examiner'], ['teacher', 'professor'], ['teacher', 'scholarship'], ['teacher', 'examiner'], ['professor', 'scholarship'], ['professor', 'examiner'], ['scholarship', 'examiner']]",metaphor,23,False
['climb' 'lift'],3,"[['career', 'success'], ['career', 'failure'], ['career', 'work'], ['work', 'job'], ['career', 'job'], ['career', 'boss'], ['career', 'worker'], ['career', 'education'], ['career', 'experience'], ['career', 'colleague'], ['career', 'retirement'], ['career', 'office'], ['career', 'funding'], ['success', 'failure'], ['success', 'work'], ['success', 'job'], ['success', 'boss'], ['success', 'worker'], ['success', 'education'], ['success', 'experience'], ['success', 'colleague'], ['success', 'retirement'], ['success', 'office'], ['success', 'funding'], ['failure', 'work'], ['failure', 'job'], ['failure', 'boss'], ['failure', 'worker'], ['failure', 'education'], ['failure', 'experience'], ['failure', 'colleague'], ['failure', 'retirement'], ['failure', 'office'], ['failure', 'funding'], ['work', 'boss'], ['work', 'worker'], ['work', 'education'], ['work', 'experience'], ['work', 'colleague'], ['work', 'retirement'], ['work', 'office'], ['work', 'funding'], ['job', 'boss'], ['job', 'worker'], ['job', 'education'], ['job', 'experience'], ['job', 'colleague'], ['job', 'retirement'], ['job', 'office'], ['job', 'funding'], ['boss', 'worker'], ['boss', 'education'], ['boss', 'experience'], ['boss', 'colleague'], ['boss', 'retirement'], ['boss', 'office'], ['boss', 'funding'], ['worker', 'education'], ['worker', 'experience'], ['worker', 'colleague'], ['worker', 'retirement'], ['worker', 'office'], ['worker', 'funding'], ['education', 'experience'], ['education', 'colleague'], ['education', 'retirement'], ['education', 'office'], ['education', 'funding'], ['experience', 'colleague'], ['experience', 'retirement'], ['experience', 'office'], ['experience', 'funding'], ['colleague', 'retirement'], ['colleague', 'office'], ['colleague', 'funding'], ['retirement', 'office'], ['retirement', 'funding'], ['office', 'funding']]",metaphor,13,False
['object' 'light'],0,"[['idea', 'trivial'], ['idea', 'understand'], ['idea', 'analyze'], ['idea', 'important'], ['idea', 'understanding'], ['idea', 'comprehension'], ['idea', 'teaching'], ['idea', 'theory'], ['idea', 'creativity'], ['idea', 'curiosity'], ['idea', 'interestingness'], ['idea', 'originality'], ['idea', 'irrelevance'], ['idea', 'provocation'], ['idea', 'learning'], ['understand', 'analyze'], ['understand', 'important'], ['understand', 'trivial'], ['understand', 'understanding'], ['understand', 'comprehension'], ['understand', 'teaching'], ['understand', 'theory'], ['understand', 'creativity'], ['understand', 'curiosity'], ['understand', 'interestingness'], ['understand', 'originality'], ['understand', 'irrelevance'], ['understand', 'provocation'], ['understand', 'learning'], ['analyze', 'important'], ['analyze', 'trivial'], ['analyze', 'understanding'], ['analyze', 'comprehension'], ['analyze', 'teaching'], ['analyze', 'theory'], ['analyze', 'creativity'], ['analyze', 'curiosity'], ['analyze', 'interestingness'], ['analyze', 'originality'], ['analyze', 'irrelevance'], ['analyze', 'provocation'], ['analyze', 'learning'], ['important', 'trivial'], ['important', 'understanding'], ['important', 'comprehension'], ['important', 'teaching'], ['important', 'theory'], ['important', 'creativity'], ['important', 'curiosity'], ['important', 'interestingness'], ['important', 'originality'], ['important', 'irrelevance'], ['important', 'provocation'], ['important', 'learning'], ['trivial', 'understanding'], ['trivial', 'comprehension'], ['trivial', 'teaching'], ['trivial', 'theory'], ['trivial', 'creativity'], ['trivial', 'curiosity'], ['trivial', 'interestingness'], ['trivial', 'originality'], ['trivial', 'irrelevance'], ['trivial', 'provocation'], ['trivial', 'learning'], ['understanding', 'comprehension'], ['understanding', 'teaching'], ['understanding', 'theory'], ['understanding', 'creativity'], ['understanding', 'curiosity'], ['understanding', 'interestingness'], ['understanding', 'originality'], ['understanding', 'irrelevance'], ['understanding', 'provocation'], ['understanding', 'learning'], ['comprehension', 'teaching'], ['comprehension', 'theory'], ['comprehension', 'creativity'], ['comprehension', 'curiosity'], ['comprehension', 'interestingness'], ['comprehension', 'originality'], ['comprehension', 'irrelevance'], ['comprehension', 'provocation'], ['comprehension', 'learning'], ['teaching', 'theory'], ['teaching', 'creativity'], ['teaching', 'curiosity'], ['teaching', 'interestingness'], ['teaching', 'originality'], ['teaching', 'irrelevance'], ['teaching', 'provocation'], ['teaching', 'learning'], ['theory', 'creativity'], ['theory', 'curiosity'], ['theory', 'interestingness'], ['theory', 'originality'], ['theory', 'irrelevance'], ['theory', 'provocation'], ['theory', 'learning'], ['creativity', 'curiosity'], ['creativity', 'interestingness'], ['creativity', 'originality'], ['creativity', 'irrelevance'], ['creativity', 'provocation'], ['creativity', 'learning'], ['curiosity', 'interestingness'], ['curiosity', 'originality'], ['curiosity', 'irrelevance'], ['curiosity', 'provocation'], ['curiosity', 'learning'], ['interestingness', 'originality'], ['interestingness', 'irrelevance'], ['interestingness', 'provocation'], ['interestingness', 'learning'], ['originality', 'irrelevance'], ['originality', 'provocation'], ['originality', 'learning'], ['irrelevance', 'provocation'], ['irrelevance', 'learning'], ['provocation', 'learning']]",metaphor,114,False
['flow' 'sea'],4,"[['money', 'person'], ['money', 'trade'], ['money', 'investing'], ['money', 'transfer'], ['transfer', 'wealth'], ['money', 'income'], ['money', 'loss'], ['money', 'bank'], ['money', 'wealth'], ['money', 'salary'], ['money', 'capital'], ['person', 'trade'], ['person', 'investing'], ['person', 'transfer'], ['person', 'income'], ['person', 'loss'], ['person', 'bank'], ['person', 'wealth'], ['person', 'salary'], ['person', 'capital'], ['trade', 'investing'], ['trade', 'transfer'], ['trade', 'income'], ['trade', 'loss'], ['trade', 'bank'], ['trade', 'wealth'], ['trade', 'salary'], ['trade', 'capital'], ['investing', 'transfer'], ['investing', 'income'], ['investing', 'loss'], ['investing', 'bank'], ['investing', 'wealth'], ['investing', 'salary'], ['investing', 'capital'], ['transfer', 'income'], ['transfer', 'loss'], ['transfer', 'bank'], ['transfer', 'salary'], ['transfer', 'capital'], ['income', 'loss'], ['income', 'bank'], ['income', 'wealth'], ['income', 'salary'], ['income', 'capital'], ['loss', 'bank'], ['loss', 'wealth'], ['loss', 'salary'], ['loss', 'capital'], ['bank', 'wealth'], ['bank', 'salary'], ['bank', 'capital'], ['wealth', 'salary'], ['wealth', 'capital'], ['salary', 'capital']]",metaphor,7,False
['actors' 'actor'],2,"[['life', 'world'], ['life', 'people'], ['people', 'person'], ['life', 'person'], ['life', 'history'], ['life', 'event'], ['life', 'fate'], ['life', 'surroundings'], ['world', 'people'], ['world', 'person'], ['world', 'history'], ['world', 'event'], ['world', 'fate'], ['world', 'surroundings'], ['people', 'history'], ['people', 'event'], ['people', 'fate'], ['people', 'surroundings'], ['person', 'history'], ['person', 'event'], ['person', 'fate'], ['person', 'surroundings'], ['history', 'event'], ['history', 'fate'], ['history', 'surroundings'], ['event', 'fate'], ['event', 'surroundings'], ['fate', 'surroundings']]",metaphor,3,False
['fighter' 'flux'],7,"[['money', 'person'], ['money', 'trade'], ['money', 'investing'], ['money', 'transfer'], ['money', 'income'], ['money', 'loss'], ['money', 'bank'], ['person', 'income'], ['money', 'wealth'], ['money', 'salary'], ['money', 'capital'], ['person', 'trade'], ['person', 'investing'], ['person', 'transfer'], ['person', 'loss'], ['person', 'bank'], ['person', 'wealth'], ['person', 'salary'], ['person', 'capital'], ['trade', 'investing'], ['trade', 'transfer'], ['trade', 'income'], ['trade', 'loss'], ['trade', 'bank'], ['trade', 'wealth'], ['trade', 'salary'], ['trade', 'capital'], ['investing', 'transfer'], ['investing', 'income'], ['investing', 'loss'], ['investing', 'bank'], ['investing', 'wealth'], ['investing', 'salary'], ['investing', 'capital'], ['transfer', 'income'], ['transfer', 'loss'], ['transfer', 'bank'], ['transfer', 'wealth'], ['transfer', 'salary'], ['transfer', 'capital'], ['income', 'loss'], ['income', 'bank'], ['income', 'wealth'], ['income', 'salary'], ['income', 'capital'], ['loss', 'bank'], ['loss', 'wealth'], ['loss', 'salary'], ['loss', 'capital'], ['bank', 'wealth'], ['bank', 'salary'], ['bank', 'capital'], ['wealth', 'salary'], ['wealth', 'capital'], ['salary', 'capital']]",metaphor,10,False
['operator' 'breakdown'],0,"[['president', 'crisis'], ['politics', 'incumbent'], ['politics', 'public'], ['politics', 'challenger'], ['politics', 'campaigning'], ['politics', 'politician'], ['politics', 'election'], ['politics', 'law'], ['politics', 'parliament'], ['politics', 'press'], ['politics', 'citizen'], ['politics', 'campaign'], ['politics', 'people'], ['politics', 'president'], ['politics', 'money'], ['politics', 'crisis'], ['politics', 'corruption'], ['incumbent', 'public'], ['incumbent', 'challenger'], ['incumbent', 'campaigning'], ['incumbent', 'politician'], ['incumbent', 'election'], ['incumbent', 'law'], ['incumbent', 'parliament'], ['incumbent', 'press'], ['incumbent', 'citizen'], ['incumbent', 'campaign'], ['incumbent', 'people'], ['incumbent', 'president'], ['incumbent', 'money'], ['incumbent', 'crisis'], ['incumbent', 'corruption'], ['public', 'challenger'], ['public', 'campaigning'], ['public', 'politician'], ['public', 'election'], ['public', 'law'], ['public', 'parliament'], ['public', 'press'], ['public', 'citizen'], ['public', 'campaign'], ['public', 'people'], ['public', 'president'], ['public', 'money'], ['public', 'crisis'], ['public', 'corruption'], ['challenger', 'campaigning'], ['challenger', 'politician'], ['challenger', 'election'], ['challenger', 'law'], ['challenger', 'parliament'], ['challenger', 'press'], ['challenger', 'citizen'], ['challenger', 'campaign'], ['challenger', 'people'], ['challenger', 'president'], ['challenger', 'money'], ['challenger', 'crisis'], ['challenger', 'corruption'], ['campaigning', 'politician'], ['campaigning', 'election'], ['campaigning', 'law'], ['campaigning', 'parliament'], ['campaigning', 'press'], ['campaigning', 'citizen'], ['campaigning', 'campaign'], ['campaigning', 'people'], ['campaigning', 'president'], ['campaigning', 'money'], ['campaigning', 'crisis'], ['campaigning', 'corruption'], ['politician', 'election'], ['politician', 'law'], ['politician', 'parliament'], ['politician', 'press'], ['politician', 'citizen'], ['politician', 'campaign'], ['politician', 'people'], ['politician', 'president'], ['politician', 'money'], ['politician', 'crisis'], ['politician', 'corruption'], ['election', 'law'], ['election', 'parliament'], ['election', 'press'], ['election', 'citizen'], ['election', 'campaign'], ['election', 'people'], ['election', 'president'], ['election', 'money'], ['election', 'crisis'], ['election', 'corruption'], ['law', 'parliament'], ['law', 'press'], ['law', 'citizen'], ['law', 'campaign'], ['law', 'people'], ['law', 'president'], ['law', 'money'], ['law', 'crisis'], ['law', 'corruption'], ['parliament', 'press'], ['parliament', 'citizen'], ['parliament', 'campaign'], ['parliament', 'people'], ['parliament', 'president'], ['parliament', 'money'], ['parliament', 'crisis'], ['parliament', 'corruption'], ['press', 'citizen'], ['press', 'campaign'], ['press', 'people'], ['press', 'president'], ['press', 'money'], ['press', 'crisis'], ['press', 'corruption'], ['citizen', 'campaign'], ['citizen', 'people'], ['citizen', 'president'], ['citizen', 'money'], ['citizen', 'crisis'], ['citizen', 'corruption'], ['campaign', 'people'], ['campaign', 'president'], ['campaign', 'money'], ['campaign', 'crisis'], ['campaign', 'corruption'], ['people', 'president'], ['people', 'money'], ['people', 'crisis'], ['people', 'corruption'], ['president', 'money'], ['president', 'corruption'], ['money', 'crisis'], ['money', 'corruption'], ['crisis', 'corruption']]",metaphor,12,False
['destroy' 'attack'],4,"[['argument', 'debater'], ['argument', 'refute'], ['argument', 'arguing'], ['argument', 'acceptance'], ['refute', 'criticize'], ['argument', 'criticizes'], ['argument', 'logic'], ['argument', 'topic'], ['argument', 'claim'], ['argument', 'criticize'], ['argument', 'rhetoric'], ['argument', 'retraction'], ['argument', 'loss'], ['argument', 'win'], ['debater', 'refute'], ['debater', 'arguing'], ['debater', 'acceptance'], ['debater', 'criticizes'], ['debater', 'logic'], ['debater', 'topic'], ['debater', 'claim'], ['debater', 'criticize'], ['debater', 'rhetoric'], ['debater', 'retraction'], ['debater', 'loss'], ['debater', 'win'], ['refute', 'arguing'], ['refute', 'acceptance'], ['refute', 'criticizes'], ['refute', 'logic'], ['refute', 'topic'], ['refute', 'claim'], ['refute', 'rhetoric'], ['refute', 'retraction'], ['refute', 'loss'], ['refute', 'win'], ['arguing', 'acceptance'], ['arguing', 'criticizes'], ['arguing', 'logic'], ['arguing', 'topic'], ['arguing', 'claim'], ['arguing', 'criticize'], ['arguing', 'rhetoric'], ['arguing', 'retraction'], ['arguing', 'loss'], ['arguing', 'win'], ['acceptance', 'criticizes'], ['acceptance', 'logic'], ['acceptance', 'topic'], ['acceptance', 'claim'], ['acceptance', 'criticize'], ['acceptance', 'rhetoric'], ['acceptance', 'retraction'], ['acceptance', 'loss'], ['acceptance', 'win'], ['criticizes', 'logic'], ['criticizes', 'topic'], ['criticizes', 'claim'], ['criticizes', 'criticize'], ['criticizes', 'rhetoric'], ['criticizes', 'retraction'], ['criticizes', 'loss'], ['criticizes', 'win'], ['logic', 'topic'], ['logic', 'claim'], ['logic', 'criticize'], ['logic', 'rhetoric'], ['logic', 'retraction'], ['logic', 'loss'], ['logic', 'win'], ['topic', 'claim'], ['topic', 'criticize'], ['topic', 'rhetoric'], ['topic', 'retraction'], ['topic', 'loss'], ['topic', 'win'], ['claim', 'criticize'], ['claim', 'rhetoric'], ['claim', 'retraction'], ['claim', 'loss'], ['claim', 'win'], ['criticize', 'rhetoric'], ['criticize', 'retraction'], ['criticize', 'loss'], ['criticize', 'win'], ['rhetoric', 'retraction'], ['rhetoric', 'loss'], ['rhetoric', 'win'], ['retraction', 'loss'], ['retraction', 'win'], ['loss', 'win']]",metaphor,58,False
['general' 'frontline'],3,"[['sport', 'team'], ['sport', 'coach'], ['sport', 'match'], ['coach', 'field'], ['sport', 'sportsman'], ['sport', 'field'], ['sport', 'ball'], ['team', 'coach'], ['team', 'match'], ['team', 'sportsman'], ['team', 'field'], ['team', 'ball'], ['coach', 'match'], ['coach', 'sportsman'], ['coach', 'ball'], ['match', 'sportsman'], ['match', 'field'], ['match', 'ball'], ['sportsman', 'field'], ['sportsman', 'ball'], ['field', 'ball']]",metaphor,18,False
['war' 'pouring'],5,"[['money', 'person'], ['money', 'trade'], ['money', 'investing'], ['money', 'transfer'], ['money', 'income'], ['trade', 'investing'], ['money', 'loss'], ['money', 'bank'], ['money', 'wealth'], ['money', 'salary'], ['money', 'capital'], ['person', 'trade'], ['person', 'investing'], ['person', 'transfer'], ['person', 'income'], ['person', 'loss'], ['person', 'bank'], ['person', 'wealth'], ['person', 'salary'], ['person', 'capital'], ['trade', 'transfer'], ['trade', 'income'], ['trade', 'loss'], ['trade', 'bank'], ['trade', 'wealth'], ['trade', 'salary'], ['trade', 'capital'], ['investing', 'transfer'], ['investing', 'income'], ['investing', 'loss'], ['investing', 'bank'], ['investing', 'wealth'], ['investing', 'salary'], ['investing', 'capital'], ['transfer', 'income'], ['transfer', 'loss'], ['transfer', 'bank'], ['transfer', 'wealth'], ['transfer', 'salary'], ['transfer', 'capital'], ['income', 'loss'], ['income', 'bank'], ['income', 'wealth'], ['income', 'salary'], ['income', 'capital'], ['loss', 'bank'], ['loss', 'wealth'], ['loss', 'salary'], ['loss', 'capital'], ['bank', 'wealth'], ['bank', 'salary'], ['bank', 'capital'], ['wealth', 'salary'], ['wealth', 'capital'], ['salary', 'capital']]",metaphor,2,False
